Pair	Ctcf_E_Gm12878	Dnase_E_Gm12878	H3k27ac_E_Gm12878	H3k27me3_E_Gm12878	H3k36me3_E_Gm12878	H3k4me1_E_Gm12878	H3k4me2_E_Gm12878	H3k4me3_E_Gm12878	H3k79me2_E_Gm12878	H3k9ac_E_Gm12878	H3k9me3_E_Gm12878	H4k20me1_E_Gm12878	RAD21_E_Gm12878	TBP_E_Gm12878	Ctcf_P_Gm12878	Dnase_P_Gm12878	H3k27ac_P_Gm12878	H3k27me3_P_Gm12878	H3k36me3_P_Gm12878	H3k4me1_P_Gm12878	H3k4me2_P_Gm12878	H3k4me3_P_Gm12878	H3k79me2_P_Gm12878	H3k9ac_P_Gm12878	H3k9me3_P_Gm12878	H4k20me1_P_Gm12878	RAD21_P_Gm12878	TBP_P_Gm12878	Ctcf_W_Gm12878	Dnase_W_Gm12878	H3k27ac_W_Gm12878	H3k27me3_W_Gm12878	H3k36me3_W_Gm12878	H3k4me1_W_Gm12878	H3k4me2_W_Gm12878	H3k4me3_W_Gm12878	H3k79me2_W_Gm12878	H3k9ac_W_Gm12878	H3k9me3_W_Gm12878	H4k20me1_W_Gm12878	RAD21_W_Gm12878	TBP_W_Gm12878	Ctcf_E_K562	Dnase_E_K562	H3k27ac_E_K562	H3k27me3_E_K562	H3k36me3_E_K562	H3k4me1_E_K562	H3k4me2_E_K562	H3k4me3_E_K562	H3k79me2_E_K562	H3k9ac_E_K562	H3k9me3_E_K562	H4k20me1_E_K562	RAD21_E_K562	TBP_E_K562	Ctcf_P_K562	Dnase_P_K562	H3k27ac_P_K562	H3k27me3_P_K562	H3k36me3_P_K562	H3k4me1_P_K562	H3k4me2_P_K562	H3k4me3_P_K562	H3k79me2_P_K562	H3k9ac_P_K562	H3k9me3_P_K562	H4k20me1_P_K562	RAD21_P_K562	TBP_P_K562	Ctcf_W_K562	Dnase_W_K562	H3k27ac_W_K562	H3k27me3_W_K562	H3k36me3_W_K562	H3k4me1_W_K562	H3k4me2_W_K562	H3k4me3_W_K562	H3k79me2_W_K562	H3k9ac_W_K562	H3k9me3_W_K562	H4k20me1_W_K562	RAD21_W_K562	TBP_W_K562	Ctcf_E_Huvec	Dnase_E_Huvec	H3k27ac_E_Huvec	H3k27me3_E_Huvec	H3k36me3_E_Huvec	H3k4me1_E_Huvec	H3k4me2_E_Huvec	H3k4me3_E_Huvec	H3k79me2_E_Huvec	H3k9ac_E_Huvec	H3k9me3_E_Huvec	H4k20me1_E_Huvec	RAD21_E_Huvec	TBP_E_Huvec	Ctcf_P_Huvec	Dnase_P_Huvec	H3k27ac_P_Huvec	H3k27me3_P_Huvec	H3k36me3_P_Huvec	H3k4me1_P_Huvec	H3k4me2_P_Huvec	H3k4me3_P_Huvec	H3k79me2_P_Huvec	H3k9ac_P_Huvec	H3k9me3_P_Huvec	H4k20me1_P_Huvec	RAD21_P_Huvec	TBP_P_Huvec	Ctcf_W_Huvec	Dnase_W_Huvec	H3k27ac_W_Huvec	H3k27me3_W_Huvec	H3k36me3_W_Huvec	H3k4me1_W_Huvec	H3k4me2_W_Huvec	H3k4me3_W_Huvec	H3k79me2_W_Huvec	H3k9ac_W_Huvec	H3k9me3_W_Huvec	H4k20me1_W_Huvec	RAD21_W_Huvec	TBP_W_Huvec	Ctcf_E_Hmec	Dnase_E_Hmec	H3k27ac_E_Hmec	H3k27me3_E_Hmec	H3k36me3_E_Hmec	H3k4me1_E_Hmec	H3k4me2_E_Hmec	H3k4me3_E_Hmec	H3k79me2_E_Hmec	H3k9ac_E_Hmec	H3k9me3_E_Hmec	H4k20me1_E_Hmec	RAD21_E_Hmec	TBP_E_Hmec	Ctcf_P_Hmec	Dnase_P_Hmec	H3k27ac_P_Hmec	H3k27me3_P_Hmec	H3k36me3_P_Hmec	H3k4me1_P_Hmec	H3k4me2_P_Hmec	H3k4me3_P_Hmec	H3k79me2_P_Hmec	H3k9ac_P_Hmec	H3k9me3_P_Hmec	H4k20me1_P_Hmec	RAD21_P_Hmec	TBP_P_Hmec	Ctcf_W_Hmec	Dnase_W_Hmec	H3k27ac_W_Hmec	H3k27me3_W_Hmec	H3k36me3_W_Hmec	H3k4me1_W_Hmec	H3k4me2_W_Hmec	H3k4me3_W_Hmec	H3k79me2_W_Hmec	H3k9ac_W_Hmec	H3k9me3_W_Hmec	H4k20me1_W_Hmec	RAD21_W_Hmec	TBP_W_Hmec	Ctcf_E_Nhek	Dnase_E_Nhek	H3k27ac_E_Nhek	H3k27me3_E_Nhek	H3k36me3_E_Nhek	H3k4me1_E_Nhek	H3k4me2_E_Nhek	H3k4me3_E_Nhek	H3k79me2_E_Nhek	H3k9ac_E_Nhek	H3k9me3_E_Nhek	H4k20me1_E_Nhek	RAD21_E_Nhek	TBP_E_Nhek	Ctcf_P_Nhek	Dnase_P_Nhek	H3k27ac_P_Nhek	H3k27me3_P_Nhek	H3k36me3_P_Nhek	H3k4me1_P_Nhek	H3k4me2_P_Nhek	H3k4me3_P_Nhek	H3k79me2_P_Nhek	H3k9ac_P_Nhek	H3k9me3_P_Nhek	H4k20me1_P_Nhek	RAD21_P_Nhek	TBP_P_Nhek	Ctcf_W_Nhek	Dnase_W_Nhek	H3k27ac_W_Nhek	H3k27me3_W_Nhek	H3k36me3_W_Nhek	H3k4me1_W_Nhek	H3k4me2_W_Nhek	H3k4me3_W_Nhek	H3k79me2_W_Nhek	H3k9ac_W_Nhek	H3k9me3_W_Nhek	H4k20me1_W_Nhek	RAD21_W_Nhek	TBP_W_Nhek	Distance	Count
chr17_0_5000-chr17_140000_145000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.808274	3.45775	0.588276	2.81526	0.842539	0.687823	0.61023	1.02133	0.231122	1.13372	0.591231	2.18327	4.25234	0.01	1.22664	3.4861	0.569077	2.22049	0.654595	1.31529	0.897309	0.866681	0.352511	1.08648	1.23699	2.12031	7.34527	0.10497	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.02419	1.1658	0.70936	1.5588	2.67629	0.40782	0.404015	0.316315	0.470595	0.307635	1.03966	2.01359	3.78947	0.01	1.21498	1.06593	0.808595	1.15228	1.70685	0.499731	0.519376	0.73402	0.339608	0.473898	1.04912	1.44054	6.67323	0.086036	1.22128	3.49802	1.09111	2.49801	1.16064	3.34852	0.978082	1.88948	0.330895	1.07499	0.977871	1.33828	3.24361	0.01	0.736915	3.48771	0.4911	0.560708	1.30447	1.34547	0.512119	0.949269	0.464622	1.31141	0.552664	2.15804	3.91835	0.01	1.68201	4.84246	1.4167	2.6415	1.2916	3.10048	1.73185	1.17709	0.44941	1.45275	0.909866	0.997958	6.6357	0.0823671	0.993304	1.07636	0.569356	1.33236	0.761667	0.749525	0.47084	1.07459	0.33463	1.04228	5.87809	1.49197	3.12212	0.01	1.11171	1.06269	0.666573	1.94235	0.807713	0.486486	0.614124	0.761673	0.256346	0.98375	3.76923	1.64092	3.66519	0.01	0.919733	1.0004	0.53436	1.96534	0.723237	0.682529	0.646399	0.75885	0.292259	0.768116	4.73698	1.38519	6.29225	0.0873826	0.947202	2.07998	0.515377	2.40359	0.997274	0.368713	0.709167	1.26473	0.331614	1.09662	2.48026	1.82437	3.33744	0.01	0.701629	3.15736	0.262689	3.27432	0.661107	0.182498	0.448502	1.13665	0.332513	0.243826	0.900521	2.32082	4.01692	0.01	1.0943	3.50042	0.349658	4.39721	0.751527	0.802822	0.826964	1.17015	0.303555	0.737891	2.19554	2.39374	6.79399	0.0859638	135000	2.89599
chr17_0_5000-chr17_145000_150000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.884437	2.4443	0.2419	1.61006	0.666402	0.554591	0.383495	0.350589	0.378918	0.70132	0.736572	1.79253	6.68235	0.01	1.2117	3.48509	0.569763	2.24173	0.661307	1.29288	0.887057	0.872204	0.348175	1.08817	1.21393	2.12256	7.23481	0.101579	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.0593	0.96856	0.72255	1.79124	1.56044	0.23876	0.45679	0.555905	0.35327	0.37653	0.72126	1.47108	5.87974	0.01	1.20816	1.0695	0.805051	1.1668	1.74147	0.496448	0.515256	0.719102	0.344286	0.46796	1.04878	1.461	6.57024	0.0833204	1.22128	3.49802	1.09111	2.49801	1.16064	3.34852	0.978082	1.88948	0.330895	1.07499	0.977871	1.33828	3.24361	0.01	0.624495	3.17027	0.100131	0.754042	1.3997	0.729318	0.374462	0.479868	0.213903	1.01488	0.320626	0.762177	5.60644	0.01	1.64826	4.79408	1.38364	2.56719	1.29206	3.0378	1.68829	1.16895	0.449953	1.44771	0.897109	1.03939	6.53865	0.0797826	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.947202	2.07998	0.515377	2.40359	0.997274	0.368713	0.709167	1.26473	0.331614	1.09662	2.48026	1.82437	3.33744	0.01	0.932481	3.63744	0.495748	2.61987	0.721126	0.0962489	0.0977004	0.606461	0.434305	0.360621	0.86558	2.86099	6.28076	0.01	1.08027	3.48817	0.346552	4.35711	0.748298	0.780668	0.813447	1.16896	0.30459	0.720246	2.14929	2.39113	6.69481	0.0832508	140000	2.64706
chr17_0_5000-chr17_150000_155000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.11249	2.34438	0.642603	4.35658	0.845105	0.859477	1.0053	0.965073	0.558206	1.10286	0.95427	2.07142	5.57764	0.01	1.20041	3.4492	0.558457	2.21995	0.661483	1.26742	0.869692	0.854217	0.349235	1.07483	1.19747	2.11118	7.21576	0.0984207	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.00241	0.38359	0.823605	1.1945	3.06959	0.39037	0.59253	0.922345	0.20836	0.57971	0.926355	1.54619	5.17949	0.01	1.20303	1.06602	0.802206	1.18833	1.73523	0.487563	0.51324	0.713474	0.344596	0.464808	1.03749	1.46135	6.54643	0.0807921	1.22128	3.49802	1.09111	2.49801	1.16064	3.34852	0.978082	1.88948	0.330895	1.07499	0.977871	1.33828	3.24361	0.01	0.93174	3.09877	0.47525	2.42924	0.971785	1.12301	0.507078	0.949738	0.461212	1.31156	0.66756	0.559631	5.02675	0.01	1.61296	4.73808	1.33938	2.50467	1.29577	2.9582	1.64298	1.14519	0.441813	1.43278	0.87723	1.02983	6.50651	0.0773763	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	145000	2.58318
chr17_0_5000-chr17_15000_20000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.631821	1.96487	0.356414	1.28188	0.340277	1.73117	0.869143	1.06351	0.370784	0.40558	1.24431	1.22948	5.13547	0.01	3.54371	5.95688	0.502284	2.31991	0.634845	2.30208	0.90756	0.731434	0.373857	1.62597	1.17261	2.23975	5.8458	0.01	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	0.347575	0.73618	0.78118	0.30729	0.909945	0.57688	0.498245	1.04151	0.48579	0.403375	0.991305	0.86225	4.53561	0.01	5.50665	2.22738	0.647337	1.10908	2.24911	0.458865	0.3041	0.618088	0.300851	0.520496	1.01924	1.44288	4.75445	0.01	1.22128	3.49802	1.09111	2.49801	1.16064	3.34852	0.978082	1.88948	0.330895	1.07499	0.977871	1.33828	3.24361	0.01	0.373457	2.66267	0.370525	1.67844	0.188017	0.080933	0.474237	0.587576	0.22895	0.24669	0.565932	0.547269	4.53213	0.01	6.37348	6.81205	0.532795	1.94458	0.535442	0.60654	0.558593	0.298788	0.372663	2.01975	0.88399	1.181	4.83553	0.01	0.993304	1.07636	0.569356	1.33236	0.761667	0.749525	0.47084	1.07459	0.33463	1.04228	5.87809	1.49197	3.12212	0.01	0.670137	0.543338	0.295519	1.85747	0.567243	0.248083	0.478143	0.396658	0.36859	0.777556	3.33164	1.02638	4.06553	0.01	2.07769	1.53607	0.499498	1.93197	0.669905	0.661366	0.752951	0.894517	0.245134	0.874283	5.69957	1.29238	4.37939	0.01	0.947202	2.07998	0.515377	2.40359	0.997274	0.368713	0.709167	1.26473	0.331614	1.09662	2.48026	1.82437	3.33744	0.01	1.37303	1.96263	0.301448	3.37674	0.335553	0.0962489	0.185401	0.716334	0.229344	0.463363	1.56265	1.29987	4.67263	0.01	4.62109	5.20685	0.52016	2.8261	0.745343	0.520678	0.814936	1.27996	0.25895	0.906767	2.07464	2.80449	4.93882	0.01	10000	3.6683
chr17_0_5000-chr17_155000_160000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	11.9775	3.64749	0.376457	1.81859	0.48526	0.854707	0.869143	0.706539	0.589705	1.19051	0.663782	2.56105	17.505	0.01	1.19748	3.41237	0.561262	2.29117	0.667604	1.25383	0.874213	0.857912	0.356201	1.07577	1.18936	2.10985	7.16116	0.0954734	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	19.6015	2.5882	0.85291	0.83233	1.59537	0.756145	0.778005	0.92226	0.48449	0.323335	1.39777	1.34483	15.8376	0.01	1.19634	1.04327	0.802919	1.18853	1.77971	0.484323	0.515883	0.720437	0.340055	0.468638	1.03378	1.46418	6.50086	0.0784324	1.22128	3.49802	1.09111	2.49801	1.16064	3.34852	0.978082	1.88948	0.330895	1.07499	0.977871	1.33828	3.24361	0.01	63.9547	6.02471	0.4911	1.22015	1.50409	0.719237	0.335913	0.933941	0.389386	1.76781	0.725937	1.10926	15.7314	0.01	1.59025	4.68344	1.31058	2.50215	1.28497	2.89702	1.60512	1.13868	0.44246	1.42874	0.870241	1.01416	6.45718	0.0751304	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.947202	2.07998	0.515377	2.40359	0.997274	0.368713	0.709167	1.26473	0.331614	1.09662	2.48026	1.82437	3.33744	0.01	5.12019	5.21132	0.389032	3.49224	0.878141	1.04499	1.15001	1.51542	0.489379	0.879296	0.864205	3.30616	15.6728	0.01	1.08509	3.47184	0.349463	4.21959	0.740869	0.73968	0.780973	1.14503	0.308349	0.706316	2.06971	2.41341	6.63276	0.0783674	150000	2.5298
chr17_0_5000-chr17_160000_165000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.35221	2.3936	0.296261	1.66314	0.892558	1.37726	0.820969	1.00881	0.155888	0.70132	1.09962	2.63359	7.83192	0.01	1.54523	3.41995	0.555301	2.27593	0.661721	1.24095	0.874049	0.853029	0.363733	1.07947	1.17241	2.12441	7.49483	0.0927162	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	1.23513	0.700865	0.872025	0.513465	1.26299	0.348175	0.661125	0.980185	0.36669	0.393735	1.00411	1.9399	7.14769	0.01	1.79006	1.09311	0.804532	1.17704	1.77376	0.493091	0.524339	0.726947	0.344714	0.463951	1.04552	1.46033	6.80205	0.0762249	1.22128	3.49802	1.09111	2.49801	1.16064	3.34852	0.978082	1.88948	0.330895	1.07499	0.977871	1.33828	3.24361	0.01	1.9616	1.96453	0.707797	1.05765	2.7894	0.752009	0.798952	1.88948	0.574806	2.2953	1.80343	1.19199	6.73177	0.01	3.602	4.72671	1.28414	2.4608	1.29204	2.82677	1.56418	1.13207	0.440748	1.43968	0.865586	1.01723	6.75635	0.0730294	0.993304	1.07636	0.569356	1.33236	0.761667	0.749525	0.47084	1.07459	0.33463	1.04228	5.87809	1.49197	3.12212	0.01	1.51378	1.30962	0.612058	2.5525	0.639318	0.831063	0.860716	0.897125	0.539897	1.61864	4.43292	1.67468	6.91408	0.01	1.0088	1.0245	0.553541	1.98643	0.708539	0.717241	0.644326	0.734048	0.287358	0.798429	4.46797	1.40819	6.35053	0.0773977	0.947202	2.07998	0.515377	2.40359	0.997274	0.368713	0.709167	1.26473	0.331614	1.09662	2.48026	1.82437	3.33744	0.01	0.791	3.01416	0.690047	4.0848	1.43225	0.354996	0.894645	0.959492	0.261266	1.29604	1.68758	2.43318	7.5142	0.01	1.21526	3.52795	0.35074	4.19612	0.745297	0.749529	0.792877	1.15698	0.314188	0.711896	2.03082	2.44221	6.92437	0.076162	155000	2.79743
chr17_0_5000-chr17_165000_170000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.14106	0.806882	0.800103	0.981592	0.694024	0.477039	0.436335	1.09843	0.191422	0.413294	2.83115	1.91787	1.82184	0.01	1.53919	3.38788	0.547206	2.25678	0.668935	1.24521	0.87239	0.857897	0.357238	1.06765	1.17014	2.14032	7.50536	0.0901313	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	0.582825	0.686715	0.787206	0.379015	1.4581	0.393125	0.750835	1.41325	0.32891	0.536345	1.93045	2.44693	1.56778	0.01	1.77272	1.08085	0.806641	1.15631	1.7578	0.488563	0.528613	0.734861	0.345401	0.461756	1.04423	1.47531	6.81285	0.0741554	1.22128	3.49802	1.09111	2.49801	1.16064	3.34852	0.978082	1.88948	0.330895	1.07499	0.977871	1.33828	3.24361	0.01	0.778194	1.31509	0.550788	1.16616	1.43405	0.832009	0.8761	0.46515	0.521402	0.361605	2.18572	1.10926	1.59707	0.01	3.55074	4.64039	1.26613	2.41695	1.33884	2.76194	1.54027	1.15574	0.444937	1.46642	0.894894	1.02269	6.75558	0.0710597	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.947202	2.07998	0.515377	2.40359	0.997274	0.368713	0.709167	1.26473	0.331614	1.09662	2.48026	1.82437	3.33744	0.01	1.03193	1.90331	0.592898	2.90968	1.11316	0.872489	0.673273	1.0041	0.579148	0.614485	5.58985	1.72978	1.73326	0.01	1.202	3.5119	0.361343	4.19264	0.766764	0.7372	0.796057	1.15081	0.312535	0.73015	2.0201	2.44193	6.94281	0.0740944	160000	2.36302
chr17_0_5000-chr17_175000_180000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	1.14553	3.21541	0.70283	1.75143	0.649902	0.70972	0.625414	1.11652	0.457891	1.34026	0.979742	2.33165	5.44059	0.01	1.49703	3.28583	0.550716	2.21791	0.665549	1.20245	0.862059	0.86712	0.351716	1.0397	1.20821	2.15046	7.4357	0.0854177	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	0.811725	1.21766	0.834775	2.03495	2.61097	0.196535	0.50687	0.43281	0.388905	0.4605	1.38641	1.71349	4.53737	0.01	1.7128	1.07135	0.801783	1.15278	1.78328	0.492381	0.536713	0.75132	0.342689	0.464615	1.06965	1.51979	6.75412	0.0703815	1.22128	3.49802	1.09111	2.49801	1.16064	3.34852	0.978082	1.88948	0.330895	1.07499	0.977871	1.33828	3.24361	0.01	0.660752	3.16151	0.490327	0.90002	2.09454	0.420937	0.420069	0.101557	0.765166	1.14277	0.936837	1.77149	4.46922	0.01	3.39218	4.5242	1.2223	2.3339	1.3235	2.63632	1.4892	1.12551	0.444225	1.42064	0.92654	1.02778	6.68912	0.067468	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.947202	2.07998	0.515377	2.40359	0.997274	0.368713	0.709167	1.26473	0.331614	1.09662	2.48026	1.82437	3.33744	0.01	1.37297	3.07022	0.389032	5.21641	1.07669	0.686359	0.55496	1.51568	0.463464	0.984273	1.25366	2.81052	4.96225	0.01	1.18491	3.46829	0.35782	4.16203	0.777036	0.733052	0.785355	1.15721	0.319631	0.731135	2.09382	2.44241	6.88635	0.0703242	170000	2.72523
chr17_0_5000-chr17_180000_185000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.793283	3.64077	0.201814	2.79048	0.63596	1.15991	0.163854	0.585067	0.339394	1.40097	0.97991	2.93393	5.22475	0.01	1.48699	3.28382	0.555062	2.20458	0.665102	1.18838	0.855298	0.874246	0.35475	1.04828	1.20168	2.15563	7.37869	0.0832629	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	0.864925	1.29745	2.05325	2.18896	2.59159	1.34775	2.02695	2.6906	0.54974	1.1636	1.26374	2.44745	4.4636	0.01	1.68705	1.07553	0.802725	1.17799	1.80692	0.483929	0.53586	0.74222	0.344009	0.464497	1.0787	1.52532	6.69079	0.0686563	1.22128	3.49802	1.09111	2.49801	1.16064	3.34852	0.978082	1.88948	0.330895	1.07499	0.977871	1.33828	3.24361	0.01	2.62182	9.75401	1.00128	1.76068	2.45106	5.94497	5.17478	3.29853	0.881783	4.02939	0.704428	1.65889	4.72321	0.01	3.31414	4.48526	1.20138	2.29293	1.34553	2.57303	1.45865	1.09626	0.453395	1.4127	0.926834	1.04903	6.62569	0.065826	0.993304	1.07636	0.569356	1.33236	0.761667	0.749525	0.47084	1.07459	0.33463	1.04228	5.87809	1.49197	3.12212	0.01	1.28535	2.78998	3.58178	1.45101	1.40854	11.1017	9.08207	2.66396	0.495034	3.48484	0.763138	1.01211	4.37881	0.01	1.01305	1.04234	0.553294	1.94168	0.734787	0.744093	0.648002	0.746235	0.303097	0.831137	4.47102	1.40832	6.25566	0.0696951	0.947202	2.07998	0.515377	2.40359	0.997274	0.368713	0.709167	1.26473	0.331614	1.09662	2.48026	1.82437	3.33744	0.01	3.46867	7.83191	2.78871	6.12248	1.39218	11.4849	9.95954	4.2749	0.640168	4.57291	0.997751	1.30577	5.09619	0.01	1.19028	3.45691	0.358712	4.19216	0.785598	0.731718	0.778772	1.16745	0.32374	0.738368	2.06981	2.45293	6.83138	0.0686006	175000	2.69044
chr17_0_5000-chr17_190000_195000	1.16313	2.54034	0.539709	2.71021	0.881052	0.714904	0.435131	0.780275	0.268445	1.57645	0.881736	2.15069	3.45443	0.01	0.937655	2.24429	0.376422	1.78158	0.643284	0.996623	0.785688	0.50125	0.2752	0.861451	1.60819	1.10488	5.71189	0.594577	1.44896	3.36097	0.540146	2.25974	0.659171	1.2521	0.872675	0.879804	0.360557	1.06244	1.1949	2.19074	7.33647	0.0793027	1.44805	0.854155	0.66082	1.30949	2.26165	0.32336	0.65661	0.79941	0.4574	0.297805	0.98969	1.26439	3.44076	0.01	0.94147	0.713325	0.68112	0.836825	2.35367	0.55485	0.451095	0.493095	0.897035	0.46752	1.8099	1.3551	5.46086	0.52711	1.63692	1.07888	0.85128	1.22455	1.85226	0.521212	0.593988	0.80141	0.353847	0.49205	1.09898	1.55456	6.63686	0.0654857	1.22128	3.49802	1.09111	2.49801	1.16064	3.34852	0.978082	1.88948	0.330895	1.07499	0.977871	1.33828	3.24361	0.01	1.34222	3.14416	0.630317	1.98926	1.61195	0.934838	0.937931	0.934085	4.01978	0.889012	1.9158	3.53193	5.37915	0.506688	3.23104	4.6745	1.17844	2.2588	1.37687	2.66986	1.53734	1.13891	0.501711	1.47876	0.910254	1.06714	6.57975	0.0628084	0.993304	1.07636	0.569356	1.33236	0.761667	0.749525	0.47084	1.07459	0.33463	1.04228	5.87809	1.49197	3.12212	0.01	0.957965	0.820384	0.897593	1.92556	0.876803	1.03735	0.568569	1.05815	0.912394	1.04226	4.71253	1.88762	5.33372	0.568488	1.01318	1.09791	0.640991	1.95502	0.748468	1.039	0.879578	0.789477	0.317222	0.907305	4.29872	1.39244	6.19876	0.0664683	0.947202	2.07998	0.515377	2.40359	0.997274	0.368713	0.709167	1.26473	0.331614	1.09662	2.48026	1.82437	3.33744	0.01	0.24062	1.39154	0.559398	4.21496	0.769624	0.911814	0.452322	1.9979	0.52267	0.916727	1.99197	1.94837	5.47591	0.543191	1.2568	3.6755	0.435451	4.41322	0.809859	1.0914	1.12189	1.30075	0.339135	0.857075	2.01524	2.43996	6.80537	0.065433	185000	2.40843
